text,class
Леность?,original
"Несмотря на то, он все так же отчаянно пробивался вперед, и из-за спин передних ему мелькнуло пустое пространство с устланным красным сукном ходом; но в это время толпа заколебалась назад (спереди полицейские отталкивали надвинувшихся слишком близко к шествию; государь проходил из дворца в Успенский собор), и Петя неожиданно получил в бок такой удар по ребрам и так был придавлен, что вдруг в глазах его все помутилось и он потерял сознание.",original
"Ростову то казалось, что замечание свитского офицера было справедливо и что вместо знаменитых петербургских докторов, обыкновенно лечивших ее, она утешала себя мыслью, что он бил кого-то, его били и рвали Верещагина, другие высокого малого.",generated
"Картечные пули затрещали по камню ворот, бревнам и щитам; и два облака дыма заколебались на площади.",original
"Она знала, что это был стол.",generated
"Ты при гостях причесана по-новому, а я сидела в гостиной.",generated
"Спрашивая про пленных русских, которые мерли и отставали дорогой, которых было велено пристреливать, это было хорошо не потому, чтобы спасти ее, подвергал себя самым очевидным и страшным опасностям; и еще чаще приказывает.",generated
"- отвечал доктор, грассируя и произнося латинские слова французским выговором.",original
"«Да, он бретёр, думал Пьер, вставая и доставая табакерку.",generated
"– повторил князь Андрей, - всё-таки мы можем воображать и рассказывать.",generated
"Все думают только о Смоленске, где надеются отдохнуть.",original
"Катерина Великая не могла существовать, потому что уже знают все кучера в городе?",generated
"Соня говорила, что не может быть обязан, и если не вранье.",generated
"А мы с тобой сочтемся, – прибавил Вилларский; – желаю вам счастливого пути, государь мой, ежели бы мог уложить на место и везде те же мысли, которые имеют огромные последствия, - всегда просты.",generated
"Ежели бы княжна Марья в состоянии была думать в эту минуту, она еще более, чем m-lle Bourienne, удивилась бы перемене, происшедшей в ней.",original
IX,original
"Подогнув пенящуюся морду к груди, отделив хвост и как невозможно обезьяне разжать горсть с орехами.",generated
"Le general nous arrive en kibik a la maniere Souvoroff, et est accueilli avec des acclamations de joie et de triomphe.",original
Чтобы избавиться от них.,generated
"Сия храмина убранством своим, которое вы привозите, нельзя придумать.",generated
Вовсе кривой.,original
"– Очень рад, – отвечал Николай.",original
"То самое, чем он прежде мучился, чего он искал постоянно, цели жизни, теперь для него не существовало.",original
"Когда он несколько успокоился, он объяснил Ростову, что живет с матерью, что ежели мать увидит его умирающим, она не перенесет этого.",original
"Весь этот и морщинка на лбу, шее и занимал все его попытки заговорить с ней в комнату.",generated
"- Я так очарован прелестями ума и образования общества, в особенности женского, в которое я имел счастье быть принят, что не успел еще подумать о климате, - сказал он.",original
"Пьер тоже смотрел туда, стараясь угадать, который из этих чуть видневшихся людей был Наполеон.",original
"Она хотела думать о том, что он хотел бы ему ни говорили.",generated
"В эту минуту дверь, та страшная дверь, на которую так долго смотрел Пьер и которая так тихо отворялась, быстро, с шумом откинулась, стукнув об стену, и средняя княжна выбежала оттуда и всплеснула руками.",original
– Вот у меня в необходимость отказа.,generated
"Ему было и страшно просвистело ядро, и Пьеру показалось, что были перезаложены все имения, и потому решено было перейти на правую сторону.",generated
что ж это такое!,original
"Молодой солдат с мертво-бледным лицом, в кивере, свалившемся назад, спустив ружье, все еще стоял против ямы на том месте, с которого он стрелял.",original
- Тут переправа через Колочу.,original
"До свидания, князь; приезжайте же обедать раньше, - пocлшaлиcь голоса.",original
"Справа Ростов видел слезы, наполнившие глаза государя, и на неприятеля, - что завтра, в Сокольниках, – сказал князь Андрей едет за ним.",generated
"В сравнении с высотою, на которой стоял официант со свечой, показались лицо и делали свое дело представителя власти так же быстро и неясно рассказал план флангового движения Вейротера.",generated
Раненые повыползли из своих комнат и с радостными бледными лицами окружили подводы.,original
"""Проиграли - ну так бежать!""",original
XVI,original
"Теперь только я не призвал вас для того, что с ней не женились.",generated
"J`imagine, combien vous avez souffert, [  Я приехала помогать вам ходить за дядюшкой.",original
"Он напомнил ей все, в чем он был несправедлив против нее.",original
"Он сидел на конце комнаты над столом, с очками спущенными на нос, закинув назад голову, стояла в углу сидел дьячок, читая псалтырь.",generated
Autrement on ne sentira pas le sel de l'histoire.,original
"В 1811-м году группа людей, которая по тому направлению, по которому идет эта наука, основаны только на эту тоненькую, грациозную, такую чужую ей, в шелку и в ее положении?",generated
"- слышались, однако, то с той, то с другой стороны голоса пленных, оглядывающих пожарища.",original
"Долго не мог понять Пьер того, что с ним было.",original
"M-lle Bourienne смотрела тоже на княжну, и в этом предстоящем браке Наташи с ее мужем, поглощало всё ее лицо.",generated
"Из острога смотритель... из желтого дома смотритель..."" - всю ночь, не переставая, докладывали графу.",original
[42],original
"Все известные люди того времени, от Александра и Наполеона до m-me Staлl, которые он не читал газет и о том, как сушит мужчин эта умственная работа.",generated
"– Нет, ежели бы его прекрасной душе спокойно покинуть эту...",generated
"Получив эти сведения, маленькая княгиня с m-lle Bourienne,еще из коридора слышные своими оживленно-переговаривавшими голосами, вошли в комнату княжны.",original
"- Нельзя, княжна, нельзя, - сказал он, когда княжна, взяв и закрыв тетрадь с заданными уроками, уже готовилась уходить, - математика великое дело, моя сударыня.",original
"выбг'ился, зубы вычистил и надушился.",original
"     Потом ей привели аббата a robe longue, [10] он исповедовал ее и отпустил ей грехи ее.",original
"Мы не можем понимать друг друга"".",original
– Наше дело солдатское.,generated
"Слова, сказанные Кутузовым, едва ли было 140000 человек, говорящих по-французски.",generated
"Но только под условиями исполнения той программы, которую молчаливым согласием на избранных массами правителей.",generated
"Благослови его советы, начинания и дела; утверди всемогущною твоею десницею царство его и подаждь ему победу на врага, яко же Моисею на Амалика, Гедеону на Мадиама и Давиду на Голиафа.",original
Она прекрасно читает.,original
"Москва должна была сгореть вследствие того, что из нее выехали жители, и так же неизбежно, как должна загореться куча стружек, на которую в продолжение нескольких дней будут сыпаться искры огня.",original
"«Я очень желаю, пишет прусской король Бонапарту, чтобы ваше величество были приняты нужные меры против яда, и теперь намерен был поставить в своем русском генеральском дурно сшитом мундире, который нескладно, как на непохожий портрет когда-то любимого человека, смотрел на графа.",generated
"Лицо дядюшки было очень значительно и даже красиво, когда он говорил это.",original
Дежурный адъютант вошел в палатку.,original
"Граф Бенигсен, как и как будто в наказание за свою радость, выражение остановилось на лице его выразилось недоуменье к тому, что свадьба будет через год, потому что он считал за важное повышение по службе, что ему было требовать этого и выдумана.",generated
"Анатоль Курагин жил в Москве несколько времени, капитан не выдержал ее взгляда, и всхлипнув отвернулся.",generated
"Я так боюсь, что ты мог произнести решительного слова: несмотря на то, голос ее успокоивал графиню.",generated
"Предмет истории есть только выражение неизвестного остатка от того, что отрезывание Наполеона с армией, совсем.",generated
"По этим-то лесам целый день, то углубляясь в середину их, то выезжая на опушку, ехал с партией Денисов, не выпуская из виду двигавшихся французов.",original
"В первой говорилось о политике, поэзии и философии.",generated
"Странность и комизм этих ответов вытекают из того, что ожидает армию, и ту смерть, которые он прописал две недели тому назад, и то и все...",generated
"Петя подскакал к этой толпе, и первое, что он видел то же время, как мать трет его шишку, утешают его.",generated
"На дворе был тот здравый смысл человечества, наука права и сама история одинаково понимают это отношение между людьми, утверждавшими, что земля стоит твердо и планеты движутся вокруг нее, и не только не политическим равновесием...",generated
"- Ce n'est pas midi et que je vous connais deja par l'amitie que vous etes Russe, j'aurai parie que vous me parlez de Buonaparte?",generated
"- Мы только так, значит, по охоте баловались с ребятами.",original
"Он сказал… Он спрашивал меня о том, как я обещала Болконскому.",original
"– Граф Жилинский, le comte N.N., le capitaine S.S., [  граф Н.Н., капитан С.С.]",original
– Ведь вы никто не пойдете?,original
"- Разумеется, я ни слова на Наташу.",generated
"Наполеон не видел того, что он в отношении своих войск играл роль доктора, который мешает своими лекарствами, - роль, которую он так верно понимал и осуждал.",original
"– Но ты подумай, что ты делаешь, – говорила Соня, – я не могу этого так оставить.",original
"Что бы делала графиня, ежели бы он должен объяснить причину движения колес.",generated
"Они поднимались караванами, поодиночке выкупались, бежали, и ехали, и шли или приготовлялись итти в амбар.",generated
"Ему было страшно; но он чувствовал, как по мере усилий, которые делала роковая сила, чтобы раздавить его, в душе его вырастала и крепла независимая от нее сила жизни.",original
– спросил Ростов.,original
Сам Наполеон не дал ему взаймы денег.,generated
Он вошел в отворенную дверь.,generated
"Первая главнейшая цель и требует от нас действительно будет зависеть ни от кого не хочу, а умирать с своими двумя приятелями, из которых многих Балашев видал при дворе и на брата.",generated
"""Я привык что-нибудь сладкое.",original
"(сноска 20) Хорошо, хорошо, спасибо, а полотно где, что осталось?",original
"Борис Друбецкой просил важное лицо, судя по лицам, были французы.",generated
"Жена Ферапонтова, не перестававшая до этого выть под сараем, умолкла и с ребенком на руках вышла к воротам, молча приглядываясь к народу и прислушиваясь к звукам.",original
"Через полчаса граф ехал на быстрых лошадях через Сокольничье поле, уже не вспоминая о том, что было, и думая и соображая только о том, что будет.",original
– Ничего.,original
"- Дубинку промеж ног возьми, вот тебе и конь буде, - отозвался гусар.",original
"- Ну, Анна Макаровна, - слышался голос Пьера, - вот сюда, на середину, и по команде раз, два, и когда я скажу три, ты сюда становись.",original
"И, не давая перебивать себя, она рассказала то, чего она еще никогда, никому не рассказывала: все то, что она пережила в те три недели их путешествия и жизни в Ярославль.",original
"Какое дело было ему, одному понимавшему тогда весь громадный смысл события, среди бестолковой толпы, окружавшей Лобное место, так окончательно решено, как теперь.",generated
"     Разговор кончился тем, что граф, желая быть великодушным и не подвергаться новым просьбам, сказал, что он выдает вексель в 80 тысяч.",original
"– Да, я… я… хочу обновления, – с трудом выговорил Пьер.",original
"- Нет, и я убью его, или он говорил тебе?",generated
"Вот и стал есть кавардачок, то кушанье, которое было в гробу на обвязанном белым платком лице.",generated
"День был ясный, солнечный, после сильного ночного заморозка, и веселый блеск осеннего дня совпадал с известием о победе, которое передавали не только рассказы участвовавших в нем, но и радостное выражение лиц солдат, офицеров, генералов и адъютантов, ехавших туда и оттуда мимо Ростова.",original
"Князь ходил по-старинному, в кафтане и белом колпаке.",generated
"- Жду приказа, ваше сиятельство, чтоб отправиться по новому назначению, - отвечал Борис, не выказывая ни досады за резкий тон князя, ни желания вступить в разговор, но так спокойно и почтительно, что князь пристально поглядел на него.",original
"В кружок Анны Павловны Анна Михайловна Друбецкая, как домашний человек, сидела тут же, на том месте, с которого коляска обгоняла роты, невольно бросался в глаза и смех Наташи, и ноги были босые.",generated
"Графиня заснула, и граф, отложив отъезд до утра, пошел спать.",original
"И Пьер, не садясь и то же мгновение, как он был убежден даже, что никаких политических затруднений не было родителей, в особенности же Пьера, который напоминал ему все эти занятия суть помеха в жизни и чего не мог переносить бестолкового характера дочери.",generated
"Как в Тильзите Ростов не позволил себе усомниться в том, хорошо ли то, что признано всеми хорошим, точно так же и теперь, после короткой, но искренней борьбы между попыткой устроить свою жизнь по своему разуму и смиренным подчинением обстоятельствам, он выбрал последнее и предоставил себя той власти, которая его (он чувствовал) непреодолимо влекла куда-то.",original
"Хотя бы и десять, как быть, война!",original
Наташе совестно было быть направлено завтрашнее нападение.,generated
Аль загородили?,original
"Не говоря уже о том, что в Петербурге я чувствовал это (я тебе могу сказать), что без меня все это распадалось, каждый тянул в свою сторону.",original
"Понимание народа было настроено на высокий лад, а это умолчание о нем говорят, как об одном я прошу, я вас спрашиваю, граф, кто будет еще сраженье?",generated
"Майор, пыхтя и отдуваясь, ворчал и сердился на всех за то, что ему казалось, что его толкают и что все торопятся, когда торопиться некуда, все чему-то удивляются, когда ни в чем ничего нет удивительного.",original
"Недостатки, которые были в нем, - если они были, - происходили не от него.",original
"Общего плана действий не достигалась ни та, ни другая цель, но людям этой партии имели в своих именьях?",generated
"Мгновенно прошло его сожаление о неучастии в деле, его будничное расположение духа зависит только от того, какую они заключали мысль, был менее слышен, чем звук слов оживленного дворянина.",generated
"Положим, что он мог, по предписанию тех, которые обвиняют его, тех, которые профессируют знание конечной цели движения человечества, распорядиться по той программе народности, свободы, равенства и прогресса (другой, кажется, нет), которую бы ему дали теперешние обвинители.",original
"Пьер закрыл лицо, и слабая улыбка, забывшись, осталась на его лице, хоть оно теперь выражало ужас и страх.",original
"- сказал один из наших, целуя кончики пальцев.",original
- вдруг послышался треск барабанов.,generated
"Император пригнул ухо, слегка нахмурясь и показывая, что он узнает, Марья Дмитриевна начала было Наташа.",generated
"Кто дошел до этого так, как салютуют военные, а так, как в Опекунском совете.",generated
"Пьеру казалось, что он никогда не ел кушанья вкуснее этого.",original
"- Ах, виновата, - сказала она, как бы проснувшись.",original
"- То-то любо было, как прежде, направлялось порывами от одного берега к другому; теперь они, казалось, кружились на одном месте; но потом вдруг он приподнял брови, резким движением ударил левой ногой лошадь и разузнать, нет ли в дело теперь, и с гордостью вспомнит о ваших вольных хлебопашцах…",generated
"– Граф Петр Кириллович нас никогда не буду беспокоить, голубчик... А мне уж давно бы должны были люди Европы, под предводительством государя скорее итти против неприятеля.",generated
"– Совсем не та, – говорил он.",original
"И, перебирая воспоминания нынешнего дня, воспоминание о том, чтобы говеть, и Наташа переглядывались между собою, князь Андрей сидел у окна.",generated
Была ясная веселая осенняя погода.,original
"Ведь нынче, что день – новая мода.",original
"Глаза его отуманились, он подвинулся, оглянулся на стул (стул подскочил под него) и сел на него против портрета.",original
Еще перед своей женой.,generated
"Недоставало громкого разговора между мужчинами и продающими афиши, все трое пошли в кабинет, предлагая им свою охотницкую коллекцию турецких трубок.",generated
"     - Да вы постойте, батюшка; вы послушайте меня, - перебил штаб-ротмистр своим басистым голосом, спокойно разглаживая свои длинные усы.",original
"Он притянул к себе левою рукой Багратиона, а правой, на которой было кольцо, видимо-привычным жестом перекрестил его и подставил ему пухлую щеку, вместо которой Багратион поцеловал его в шею.",original
– А почему вы знаете?,original
Он ничего не сказав.,generated
Однажды она разговорилась с другом своим Наташей о Соне и о своей к ней несправедливости.,original
"Черные волосы прядями вились у ее воспаленных, вспотевших щек; румяный, прелестный ротик с губкой, покрытой черными волосиками, был раскрыт, и она радостно улыбалась.",original
– Не уезжайте!,original
"Меланхолия ее однако начинала переходить в раздражительность, и не задолго перед отъездом Бориса, она предприняла решительный план.",original
"     Следовательно, стоило только Меттерниху, Румянцеву или Талейрану, между выходом и раутом, хорошенько постараться и написать поискуснее бумажку или Наполеону написать к Александру: Monsieur mon frere, je consens a rendre le duche au duc d'Oldenbourg, [1] - и войны бы не было.",original
"Князь Андрей весело выдерживал насмешки отца над новыми людьми и самому двигающемуся, должно казаться, что все его умственные постройки страшный вопрос: зачем?",generated
"Хотя и нельзя было сказать, в чем состояла особенность лошади и седока, но при первом взгляде на эсаула и Денисова видно было, что Денисову и мокро и неловко, - что Денисов человек, который сел на лошадь; тогда как, глядя на эсаула, видно было, что ему так же удобно и покойно, как и всегда, и что он не человек, который сел на лошадь, а человек вместе с лошадью одно, увеличенное двойною силою, существо.",original
"- Sans nom, sans fortune... [  Без имени, без состояния...]  И что ж, право... - Но он не сказал, что право .",original
"- Я люблю вас, как и Наполеон, и никто так, как ему казалось, что тут, в том, чтобы показать самому себе, что никогда Сперанскому не могла решиться оставить его поступок без наказания.",generated
На бале решено было отослать письма и взять в руки тетрадку.,generated
"Подумайте об этом, и я опять приду к вам, – сказал он и вышел из комнаты.",original
"И как бы ни предприняли русские войска, около огорода, окопанного канавой, Ростов увидал так живо казалось, что дым двигался, то казалось, что тут, в них, а это прелесть, что такое!",generated
"- У меня бывало, что всё прошло, и что дамы, окружающие его отца, тогда как все это были люди.",generated
"- J'y ai ete, [82] - сказал Пьер.",original
"Говорит: ни от кого не думаю дурное: я всех люблю, и Бориса провели в освещенную большую столовую; через несколько мгновений догонит того неприятеля, которого он 25-го поехал в гвардейский ваточный сюртук с Георгием на шее, с бледным болезненным лицом и села, молча глядя на Ростова, были как будто говорила она, стараясь улыбаться, но слезы всё текли и всхлипывания сдавливали горло.",generated
"Как бы он ужаснулся, ежели бы семь лет тому назад, когда он только приехал из за-границы, кто-нибудь сказал бы ему, что ему ничего не нужно искать и выдумывать, что его колея давно пробита, определена предвечно, и что, как он ни вертись, он будет тем, чем были все в его положении.",original
"Виконт оценил эту молчаливую похвалу и, благодарно улыбнувшись, стал продолжать; но в крестовых походах мы уже видим событие, определенно занимающее свое место и увидав его ярко освещенное огнем жалкое лицо, Пьера что-то сказал своему генералу, и граф Орлов-Денисов, недоверие к себе, княжна, поди, - говорил он Пьеру, – беда с этими молодыми людьми она имела блестящий успех.",generated
В то время как Ростов подъехал к Наполеону.,generated
"Прочтя письмо, княжна Марья всего значения этой войны он не верит и не пыталась скрывать, что ей хотелось, чтобы Пьер не обиженным, но умоляющим голосом.",generated
"Полковой командир, сам подойдя к столбу, остановились и, пока принесли мешки, молча смотрели на свою постель.",generated
"Они боялись, тщеславились, радовались, негодовали, рассуждали, полагая, что чем меньше людей знает о страданиях родильницы, тем меньше она страдает, и вот законы его.",generated
"- У каждого своя Ахиллесова пятка, - продолжал Пьер, - едем!...",generated
"- Ну, здравствуйте, mon cher, - сказал Долгоруков, сидевший с Билибиным за чаем.",original
- Он дал поцеловать сыну свою руку и обнял его.,original
"Только бы в новый крытый тулуп и новые золотые, стал считать их.",generated
"Стоит только признать, что цель волнений европейских народов нам неизвестна, а известны только факты, состоящие в убийствах, сначала во Франции, потом в Италии, в Африке, в Пруссии, в Австрии, в Испании, в России, и что движения с запада на восток и с востока на запад составляют сущность и цель этих событий, и нам не только не нужно будет видеть исключительность и гениальность в характерах Наполеона и Александра, но нельзя будет представить себе эти лица иначе, как такими же людьми, как и все остальные; и не только не нужно будет объяснять случайностию тех мелких событий, которые сделали этих людей тем, чем они были, но будет ясно, что все эти мелкие события были необходимы.",original
"– Я так теперь спокойна, счастлива.",original
– Что ж со мной так: я не сомневался в усердии русского дворянства.,generated
"Еще другое, третье такое же волшебное, как и другие, был сделан переход от отступления в практике от теории, доказывал ему только потому, что он, поехав за сеном, подцепил одну из самых богатых невест Петербурга, которые очень легко и смело делал планы на будущее время.",generated
"[27] A и там советчиков не меньше было, чем здесь... - продолжал он, возвращаясь к советчикам, которые, видимо, занимали его.",original
"Потом эти люди с радостью почувствовала возвращение того настроения самопожертвования, в котором он твердо решился отвечать своему тестю.",generated
- Хоть бы попугать этих монашенок.,original
"Наташа, посмотри теперь, отсюда из окошка видно, - сказала она сестре, видимо, желая чем-нибудь развлечь ее.",original
"И надежда на облегчение и выражение лица сестры, чтобы узнать, есть ли жар, и поцеловала его и, тронув лошадь, галопом поехал по линии французского лагеря.",generated
"Что ж, это сам, что ли, разжалован или в величии России или Франции, или в вольтеровском кресле, положив ноги через ручку.",generated
"Ее черные глаза смотрели на то, что мать, - сказала она, как будто ожидая всякую секунду как будто кто-нибудь обжег его, вскочил и побежал прочь.",generated
"Графине Марье хотелось сказать ему, и за правило поставил не покупать новой книги, не прочтя купленной, - и все другие, раз навсегда тебе говорю, Балага, – сказал Долохов, прощаясь с нею, и разве мог отец ее, который, она всё-таки знала это, любил ее, быть несправедливым?",generated
- вдруг послышалось между гусарами.,original
"В числе господ свиты Ростов заметил и Болконского, лениво и распущенно сидящего на лошади.",original
"– Не отлично, а это вам стоит!",generated
"Избави бог, коли он человек, полюбит кого-нибудь, пожалеет, подумает о том, что справедливо и что нет.",original
"- У каждого своя Ахиллесова пятка, - продолжал князь Андрей.",original
"Только тогда, когда войска пришли уже к Тарутину вследствие бесчисленных дифференциальных сил, тогда только стали люди уверять себя, что они этого хотели и давно предвидели.",original
"Нельзя было нежнее, осторожнее и вместе с тем серьезнее обращаться, чем обращался с нею граф Безухов.",original
"- Да скажите же, наконец, чтобы строились в интервалах, обходя другие такие же солдаты, с одинаково озабоченными лицами, занятыми каким-то невидным, но, очевидно, важным делом.",generated
"[(сноска 62)] Что ж, неужели и тут никто не говорит по-французски?",original
"Петр-камердинер, теперь совсем заболеет, - сказал, смеясь, Ростов.",generated
"Пьер опять вопросительно посмотрел на Анну Михайловну, спрашивая теперь, что ему делать.",original
"Пьер полтора месяца после вечера Анны Павловны и последовавшей за ним бессонной, взволнованной ночи, в которую он решил, что женитьба на Элен была бы несчастие, и что ему нужно избегать ее и уехать, Пьер после этого решения не переезжал от князя Василья и с ужасом чувствовал, что каждый день он больше и больше в глазах людей связывается с нею, что он не может никак возвратиться к своему прежнему взгляду на нее, что он не может и оторваться от нее, что это будет ужасно, но что он должен будет связать с нею свою судьбу.",original
Я прощаю его.,original
Он весь предан этому мистицизму (мистицизма Пьер никому не прощал теперь).,original
"Я стараюсь не показать... В это время в штабе помогут... - сказал Пьер с тою братскою, веселою нежностию, с которою она вошла в комнату и благословили жениха и невесту.",generated
- Buonaparte?,original
"Никто из этих господ, заметив Бориса, не изменил своего положения.",original
     Пьер оглядывался вокруг себя налившимися кровью глазами и не отвечал.,original
"Это еще больше рассердило его, так как он в душе своей, не по рассуждению, а по чему-то сильнейшему, чем рассуждение, знал несомненную справедливость своего мнения.",original
Ce que j'ai recu ca.,generated
Надо их казнить.,original
"     Ты, без которой счастье было бы для меня невозможно,",original
"- Позовите Андрюшу, - вдруг сказал он, и что-то детски-робкое и недоверчивое выразилось в его лице при этом спросе.",original
- сказала княжна Марья не говорила с ним.,generated
- Я бы хотел проехать от Москвы-реки и всю позицию.,original
"Ошибка, на которую в первый раз через полтора года, на который он нанес ему.",generated
"– спросила она, чтобы заглушить в самой глубине души его были босые.",generated
Княжна Марья читала.,original
     Прошло семь лет после 12-го года.,original
"- послышался испуганный крик солдата, и, как свистящая на быстром полете, приседающая на землю птичка, в двух шагах от князя Андрея, подле лошади батальонного командира, негромко шлепнулась граната.",original
"- Я думаю, что сражение было проиграно на всех выразился ужас.",generated
"- Вы знаете, что я в самом деле думаю, что она un petit peu amoureuse du jeune homme.",original
Они возлагают на меня все остальное забава.,generated
– Но что же это одна вещь ?,generated
"Что бы было, если бы французы пошли на Петербург?..",original
"Когда он, бойко закружив даму перед ее местом, щелкнул шпорой, кланяясь перед ней, Наташа даже не присела ему.",original
